time,eastward_wind_velocity,northward_wind_velocity
3692551832,-5.550000191,-1.75999999
3692551896,-6.210000038,-3.190000057
3692551961,-6.28000021,-0.50999999
3692552025,-5.110000134,-0.699999988
3692552088,-4.510000229,-0.99000001
3692552152,-3.869999886,-2.960000038
3692552186,-3.359999895,-5.03000021
3692552251,-5.090000153,-0.409999996
3692552315,-5.630000114,-2.039999962
3692552380,-5.019999981,-3.099999905
3692552444,-3.950000048,-3.029999971
3692552509,-4.21999979,-1.5
3692552573,-5.210000038,-2.410000086
3692552605,-4.829999924,-1.340000033
3692552671,-3.109999895,-4.300000191
3692552736,-5,-1.24000001
3692552800,-5.119999886,-2.430000067
3692552865,-6.309999943,-0.699999988
3692552929,-5.760000229,-2.950000048
3692552993,-4.639999866,-3.809999943
3692553025,-5.380000114,-3.039999962
3692553090,-5.420000076,-2.190000057
3692553154,-5.570000172,0.449999988
3692553219,-5.150000095,-2.650000095
3692553283,-5.53000021,-2.609999895
3692553347,-5.269999981,-2.380000114
3692553412,-5.840000153,-1.350000024
3692553445,-5.809999943,-2.519999981
3692553510,-4.610000134,-3.420000076
3692553574,-5.820000172,-1.769999981
3692553638,-6.789999962,-1.659999967
3692553704,-6.53000021,-2.640000105
3692553770,-5.260000229,-3.430000067
3692553805,-4.900000095,-1.75999999
3692553866,-5.570000172,-1.940000057
3692553930,-4.579999924,-2.539999962
3692553994,-4.320000172,-1.389999986
3692554059,-5.730000019,-0.140000001
3692554123,-5.940000057,-1.340000033
3692554187,-4.519999981,0.639999986
3692554252,-4.420000076,-0.029999999
3692554285,-5.429999828,-4.050000191
3692554350,-5.300000191,-2.450000048
3692554415,-5.800000191,-2.569999933
3692554479,-4.769999981,-1.899999976
3692554544,-5.050000191,-2.039999962
3692554608,-5.920000076,-2.549999952
3692554674,-5.880000114,-2.630000114
3692554706,-5.829999924,-2.079999924
3692554771,-4.619999886,-2.359999895
3692554835,-4.539999962,-3.349999905
3692554899,-4.380000114,-2.700000048
3692554963,-4.329999924,-3.190000057
3692555028,-5.829999924,-2.25
3692555094,-5.570000172,-0.059999999
3692555126,-5.389999866,-1.110000014
3692555192,-5.300000191,-1.230000019
3692555256,-5.039999962,-3.660000086
3692555321,-4.510000229,-3.339999914
3692555385,-5.539999962,-2.5
3692555449,-4.480000019,-2.420000076
3692555514,-3.980000019,-3.839999914
3692555546,-4.940000057,-2.869999886
3692555610,-5.230000019,-1.159999967
3692555675,-5.289999962,-3.390000105
3692555739,-6.079999924,-2.039999962
3692555802,-5.860000134,-2.089999914
3692555867,-4.159999847,-3.460000038
3692555931,-5.710000038,-3.200000048
3692555965,-6.179999828,-2.200000048
3692556030,-4.579999924,-2.309999943
3692556094,-5.099999905,-3.25999999
3692556159,-6.119999886,-1.639999986
3692556223,-4.659999847,-3.109999895
3692556287,-6.860000134,-0.629999995
3692556351,-4.829999924,-2.559999943
3692556386,-5.860000134,-2.390000105
3692556447,-3.269999981,-3.400000095
3692556512,-4.900000095,-1.169999957
3692556576,-6.849999905,-1.75
3692556641,-5.360000134,-2.380000114
3692556705,-5.309999943,-2.910000086
3692556769,-5.489999771,-2.75
3692556834,-4.079999924,-1.850000024
3692556866,-4.050000191,-1.789999962
3692556930,-5.550000191,-0.709999979
3692556995,-4.619999886,-0.819999993
3692557060,-5.940000057,-1.889999986
3692557124,-4.300000191,-1.669999957
3692557189,-4,-2.779999971
3692557253,-3.200000048,-4.449999809
3692557285,-4.519999981,-2.839999914
3692557350,-4.699999809,-1.960000038
3692557414,-4.630000114,-3.00999999
3692557478,-5.349999905,-2.619999886
3692557542,-5.53000021,-2.890000105
3692557607,-4.989999771,-3.269999981
3692557671,-5.570000172,-2.640000105
3692557705,-4.269999981,-3.069999933
3692557770,-5.150000095,-1.820000052
3692557834,-5.75,-2.970000029
3692557898,-4.329999924,-3.220000029
3692557963,-5.360000134,-2.140000105
3692558027,-4.170000076,-4.099999905
3692558091,-4.5,-3.099999905
3692558125,-4.210000038,-1.350000024
3692558190,-3.589999914,-3.420000076
3692558254,-4.139999866,-3.99000001
3692558321,-5.309999943,-3.150000095
3692558386,-3.309999943,-2.380000114
3692558450,-4.869999886,-1.200000048
3692558485,-3.75,-4.710000038
3692558546,-3.369999886,-5.239999771
3692558610,-5.53000021,-2.920000076
3692558674,-4.840000153,-3.589999914
3692558739,-4.360000134,-4.659999847
3692558803,-4.210000038,-4.409999847
3692558867,-2.99000001,-5.050000191
3692558932,-4.260000229,-3.339999914
3692558965,-4.269999981,-2.529999971
3692559030,-5.53000021,-3
3692559094,-2.779999971,-4.760000229
3692559158,-4.150000095,-3.829999924
3692559223,-3.789999962,-3.180000067
3692559287,-5.809999943,-2.980000019
3692559351,-4.659999847,-4.46999979
3692559387,-5.630000114,-5.010000229
3692559447,-5.260000229,-4.650000095
3692559511,-3.950000048,-5.420000076
3692559576,-4.449999809,-2.720000029
3692559641,-5.159999847,-4.849999905
3692559706,-4.710000038,-3.069999933
3692559770,-5.880000114,-3.589999914
3692559834,-4.139999866,-5
3692559866,-4.429999828,-3.960000038
3692559931,-6.369999886,-3.25999999
3692559996,-6.739999771,-4.320000172
3692560060,-6.139999866,-2.980000019
3692560124,-6.639999866,-4.389999866
3692560190,-6.489999771,-2.589999914
3692560255,-6.980000019,-5.460000038
3692560287,-6.670000076,-5.570000172
3692560352,-4.699999809,-6.349999905
3692560416,-7.300000191,-4.599999905
3692560481,-7.150000095,-3.319999933
3692560545,-6.599999905,-3.24000001
3692560609,-7.349999905,-5.090000153
3692560674,-6.78000021,-2.769999981
3692560706,-6.199999809,-3.480000019
3692560770,-6.480000019,-5.059999943
3692560836,-7.800000191,-2.609999895
3692560902,-6.269999981,-2.569999933
3692560967,-8.279999733,-3.930000067
3692561031,-4.869999886,-6.590000153
3692561065,-5.829999924,-5.159999847
3692561129,-5.440000057,-5.539999962
3692561194,-6.960000038,-5.039999962
3692561258,-6.570000172,-3.190000057
3692561323,-7.019999981,-4.239999771
3692561387,-6.900000095,-3.029999971
3692561451,-5.679999828,-4.829999924
3692561485,-6.980000019,-3.619999886
3692561551,-5.460000038,-4.610000134
3692561617,-5.349999905,-6.150000095
3692561682,-5.619999886,-6.360000134
3692561746,-5.440000057,-5.869999886
3692561810,-4.199999809,-4.829999924
3692561845,-5.519999981,-4.949999809
3692561905,-5.460000038,-6.78000021
3692561970,-5.110000134,-5.989999771
3692562035,-7.28000021,-5.260000229
3692562100,-6.679999828,-2.910000086
3692562164,-7.510000229,-4.340000153
3692562228,-6.329999924,-5.190000057
3692562293,-5.809999943,-5.139999866
3692562325,-3.619999886,-5.460000038
3692562389,-6.489999771,-3.900000095
3692562454,-4.619999886,-5.340000153
3692562518,-7.050000191,-4.75
3692562582,-4.860000134,-5.739999771
3692562647,-5.199999809,-5.059999943
3692562712,-3.769999981,-5.889999866
3692562745,-4.679999828,-4.46999979
3692562809,-4.46999979,-4.929999828
3692562874,-5.309999943,-5.710000038
3692562939,-4.949999809,-5.75
3692563003,-6.550000191,-3.640000105
3692563068,-6.340000153,-3.25999999
3692563132,-5.960000038,-4.519999981
3692563165,-5.03000021,-5.400000095
3692563229,-5.519999981,-3.230000019
3692563294,-4.329999924,-6.389999866
3692563359,-5.610000134,-3.799999952
3692563425,-6.929999828,-5.650000095
3692563489,-6.5,-3.539999962
3692563525,-7.039999962,-3.559999943
3692563589,-4.699999809,-4.789999962
3692563654,-6.199999809,-3.829999924
3692563718,-5.900000095,-2.950000048
3692563782,-4.789999962,-3.869999886
3692563847,-5.289999962,-4.610000134
3692563911,-5.579999924,-3.619999886
3692563945,-6.150000095,-5.119999886
3692564009,-6.909999847,-4.78000021
3692564074,-6.690000057,-3.569999933
3692564139,-6.769999981,-3.019999981
3692564204,-6.260000229,-3.920000076
3692564269,-5.940000057,-4.710000038
3692564334,-5.940000057,-3.549999952
3692564366,-6.019999981,-2.99000001
3692564430,-4.409999847,-4.210000038
3692564495,-4.940000057,-5.150000095
3692564560,-6.739999771,-5.239999771
3692564624,-5.559999943,-6.590000153
3692564688,-5.860000134,-5.480000019
3692564753,-6.440000057,-4.019999981
3692564786,-5.880000114,-4.090000153
3692564852,-5.309999943,-3.869999886
3692564916,-5.289999962,-5
3692564981,-7.420000076,-2.549999952
3692565046,-5.829999924,-4.210000038
3692565110,-6.670000076,-3.75
3692565174,-5.489999771,-2.289999962
3692565206,-6.329999924,-2.200000048
3692565270,-5.599999905,-4.690000057
3692565336,-5.860000134,-3.130000114
3692565401,-5.920000076,-3.130000114
3692565467,-6.440000057,-2.339999914
3692565533,-6.489999771,-2.5
3692565565,-5.03000021,-1.919999957
3692565630,-5.5,-4.210000038
3692565695,-7.380000114,-2.359999895
3692565759,-6.059999943,-3.049999952
3692565826,-5.809999943,-1.460000038
3692565890,-4.559999943,-4.369999886
3692565925,-7.019999981,-2.289999962
3692565986,-7.199999809,-2.289999962
3692566051,-6.170000076,-4.599999905
3692566115,-6.639999866,-3.170000076
3692566179,-7.289999962,-3.819999933
3692566244,-7.019999981,-2.710000038
3692566309,-8.659999847,-2.630000114
3692566373,-5.840000153,-3.079999924
3692566406,-5.230000019,-4.25
3692566473,-6.099999905,-4.510000229
3692566537,-6.309999943,-3.579999924
3692566601,-6.929999828,-4.53000021
3692566666,-7.050000191,-2.859999895
3692566730,-6.079999924,-2.940000057
3692566795,-5.389999866,-3.460000038
3692566827,-5.940000057,-2.900000095
3692566892,-5.019999981,-5.480000019
3692566956,-6.230000019,-4.800000191
3692567020,-5.269999981,-3.930000067
3692567085,-3.839999914,-4.659999847
3692567150,-5.630000114,-5.25
3692567214,-7.5,-3.160000086
3692567246,-4.420000076,-4.289999962
3692567310,-6.400000095,-3.910000086
3692567375,-5.760000229,-5.590000153
3692567441,-6.769999981,-2.930000067
3692567506,-4.690000057,-2.180000067
3692567571,-7.199999809,-3.730000019
3692567605,-6.340000153,-2.309999943
3692567667,-6.320000172,-4.940000057
3692567732,-6.369999886,-3.359999895
3692567797,-5.289999962,-5.860000134
3692567861,-6.800000191,-2.720000029
3692567925,-5.5,-5.889999866
3692567989,-6.079999924,-4.139999866
3692568054,-5.170000076,-4.690000057
3692568089,-3.130000114,-5.610000134
3692568153,-4.539999962,-4.75
3692568217,-5.230000019,-4.110000134
3692568283,-5.769999981,-4.489999771
3692568345,-6.650000095,-3.5
3692568411,-5.46999979,-3.150000095
3692568445,-6.050000191,-4.679999828
3692568510,-5.599999905,-3.150000095
3692568574,-5.539999962,-3.200000048
3692568638,-5.610000134,-4.519999981
3692568703,-4.730000019,-4.989999771
3692568770,-5.869999886,-3.74000001
3692568805,-4.369999886,-3.769999981
3692568865,-5.329999924,-4.980000019
3692568929,-5.059999943,-4.309999943
3692568994,-6.809999943,-3.75999999
3692569058,-6.400000095,-3.24000001
3692569122,-5.659999847,-3.619999886
3692569187,-5.179999828,-4.820000172
3692569251,-4.340000153,-5.449999809
3692569285,-4.300000191,-5.130000114
3692569346,-3.160000086,-5.559999943
3692569411,-4.090000153,-5.019999981
3692569475,-5.75,-5.010000229
3692569541,-6.159999847,-4.429999828
3692569606,-3.420000076,-5.369999886
3692569670,-4.519999981,-5
3692569734,-3.960000038,-5.590000153
3692569766,-5,-4.849999905
3692569830,-5.869999886,-5.090000153
3692569895,-6.050000191,-4.909999847
3692569959,-5.260000229,-5.75
3692570024,-3.109999895,-5.96999979
3692570089,-5.840000153,-5.210000038
3692570155,-5.690000057,-4.400000095
3692570187,-3.549999952,-5.059999943
3692570252,-5.639999866,-4.849999905
3692570316,-5.599999905,-4.78000021
3692570380,-5.860000134,-3.539999962
3692570445,-4.940000057,-5
3692570509,-4.800000191,-5.059999943
3692570573,-5.510000229,-4.289999962
3692570605,-4.610000134,-4.880000114
3692570669,-4.909999847,-2.170000076
3692570734,-5.019999981,-4.880000114
3692570800,-4.579999924,-4.53000021
3692570864,-4.53000021,-4.460000038
3692570929,-7.849999905,-3.849999905
3692570993,-4.599999905,-4.650000095
3692571025,-6.079999924,-5.78000021
3692571090,-6.369999886,-2.849999905
3692571154,-5.130000114,-3.640000105
3692571219,-5.400000095,-5.570000172
3692571283,-5.630000114,-4.989999771
3692571347,-6.190000057,-3.839999914
3692571411,-5.260000229,-3.809999943
3692571445,-6.900000095,-0.649999976
3692571505,-6.230000019,-3.859999895
3692571570,-7.079999924,-4.739999771
3692571634,-5.309999943,-5
3692571699,-6.849999905,-2.539999962
3692571763,-6.610000134,-4.800000191
3692571827,-5.989999771,-4.059999943
3692571892,-6.599999905,-4.239999771
3692571925,-7.059999943,-4.269999981
3692571990,-5.010000229,-3.019999981
3692572054,-6.389999866,-4.039999962
3692572119,-6.670000076,-3.069999933
3692572183,-6.670000076,-0.819999993
3692572248,-7.010000229,-3.599999905
3692572312,-5.050000191,-4.429999828
3692572345,-6.510000229,-3.190000057
3692572409,-5.179999828,-5.579999924
3692572474,-7.039999962,-4.460000038
3692572539,-3.809999943,-6.5
3692572605,-5.619999886,-5.179999828
3692572671,-4.900000095,-5.440000057
3692572705,-5.639999866,-6.139999866
3692572769,-6.210000038,-3.789999962
3692572834,-6.789999962,-5.949999809
3692572898,-5.900000095,-5.75
3692572963,-4.070000172,-5.440000057
3692573027,-7.239999771,-3.839999914
3692573092,-6.880000114,-4.050000191
3692573125,-6.559999943,-4.320000172
3692573190,-6.090000153,-5.199999809
3692573254,-5.460000038,-5.320000172
3692573320,-5.389999866,-6.110000134
3692573384,-5.849999905,-5.449999809
3692573449,-5.849999905,-5.849999905
3692573513,-7.460000038,-2.029999971
3692573545,-5.300000191,-3.380000114
3692573609,-7.360000134,-2.74000001
3692573674,-6.300000191,-4.139999866
3692573738,-6.460000038,-3.829999924
3692573803,-4.170000076,-7.25
3692573867,-5.849999905,-2.960000038
3692573933,-4.309999943,-4.800000191
3692573966,-6.820000172,-4.610000134
3692574030,-4.78000021,-5.440000057
3692574094,-6.940000057,-1.950000048
3692574158,-7.369999886,-4.400000095
3692574223,-7.179999828,-3.680000067
3692574287,-6.480000019,-2.839999914
3692574351,-7.46999979,-4.730000019
3692574386,-8,-3.130000114
3692574450,-6.46999979,-4.320000172
3692574514,-8.300000191,-3.109999895
3692574579,-8.460000038,-4.340000153
3692574645,-8.140000343,-3.700000048
3692574709,-6.639999866,-2.789999962
3692574774,-7.690000057,-2.210000038
3692574806,-7.579999924,-2.390000105
3692574870,-7.159999847,-1.269999981
3692574934,-7.659999847,-3.150000095
3692574999,-6.5,-4.900000095
3692575063,-7.199999809,-4.28000021
3692575127,-7.300000191,-3.359999895
3692575192,-6.920000076,-2.650000095
3692575226,-6.300000191,-3.529999971
3692575290,-6.25,-5.320000172
3692575355,-7.369999886,-4.039999962
3692575419,-6.119999886,-4.650000095
3692575484,-7.900000095,-4.570000172
3692575548,-5.929999828,-4.960000038
3692575613,-7.380000114,-2.769999981
3692575645,-6.710000038,-3.890000105
3692575709,-6.269999981,-4.03000021
3692575774,-7.28000021,-2.049999952
3692575839,-5.739999771,-4.510000229
3692575906,-5.320000172,-4.960000038
3692575971,-6.78000021,-4.889999866
3692576005,-6.670000076,-3.74000001
3692576065,-7.599999905,-1.909999967
3692576130,-6.300000191,-3.180000067
3692576194,-7.260000229,-5.710000038
3692576258,-5.889999866,-3.769999981
3692576322,-6.940000057,-3.670000076
3692576387,-6.960000038,-5.460000038
3692576451,-5.019999981,-4.639999866
3692576485,-7.150000095,-4.210000038
3692576551,-6.28000021,-6.25
3692576615,-6.989999771,-4.739999771
3692576681,-7.360000134,-3.609999895
3692576745,-6.510000229,-3.910000086
3692576809,-7.789999962,-2.99000001
3692576874,-6.309999943,-4.869999886
3692576906,-5.440000057,-3.769999981
3692576971,-7.789999962,-4.800000191
3692577035,-8.220000267,-1.909999967
3692577099,-9.319999695,-3.059999943
3692577164,-6.639999866,-5.820000172
3692577228,-7.920000076,-2.75
3692577293,-6.849999905,-4.420000076
3692577325,-6.610000134,-6.400000095
3692577390,-7.829999924,-3.170000076
3692577454,-7.789999962,-3.849999905
3692577518,-6.860000134,-4.28000021
3692577582,-5.619999886,-5.630000114
3692577647,-5.869999886,-4.139999866
3692577712,-5.849999905,-3.809999943
3692577745,-7.289999962,-4.760000229
3692577810,-6.25,-4.739999771
3692577876,-7.559999943,-3.279999971
3692577940,-6.599999905,-4.489999771
3692578004,-6.860000134,-4.190000057
3692578069,-6.110000134,-4.840000153
3692578133,-6.590000153,-4.949999809
3692578166,-4.960000038,-4.699999809
3692578230,-5.309999943,-6.03000021
3692578295,-7,-4.179999828
3692578360,-7.769999981,-3.220000029
3692578424,-4.889999866,-3.839999914
3692578488,-7.599999905,-2.829999924
3692578553,-6.309999943,-4.110000134
3692578586,-8.199999809,-2.089999914
3692578651,-6.650000095,-4.369999886
3692578715,-6.400000095,-3.960000038
3692578779,-6.630000114,-3.819999933
3692578844,-5.050000191,-4.170000076
3692578908,-6.369999886,-3.839999914
3692578973,-6.46999979,-6.329999924
3692579005,-7.75,-3.779999971
3692579070,-7.170000076,-3.700000048
3692579134,-6.300000191,-4.869999886
3692579199,-6.730000019,-3.579999924
3692579264,-6.71999979,-5.699999809
3692579328,-5.860000134,-5.71999979
3692579392,-6.440000057,-6.369999886
3692579425,-6.949999809,-5.289999962
3692579489,-6.340000153,-7.010000229
3692579556,-6.46999979,-3.279999971
3692579622,-7.179999828,-5.75
3692579686,-7.349999905,-4.690000057
3692579751,-6.480000019,-3.029999971
3692579786,-4.699999809,-4.909999847
3692579849,-6.980000019,-4.880000114
3692579913,-5.159999847,-4
3692579978,-6.5,-5.170000076
3692580042,-6.199999809,-6.199999809
3692580107,-8.399999619,-2.680000067
3692580173,-6.630000114,-5.239999771
3692580205,-7.480000019,-4.789999962
3692580269,-5.050000191,-4.909999847
3692580334,-4.900000095,-5.599999905
3692580398,-5.440000057,-7.389999866
3692580463,-6.079999924,-3.460000038
3692580527,-6.139999866,-4.809999943
3692580592,-6.5,-5.380000114
3692580625,-4.829999924,-6.170000076
3692580690,-6.119999886,-6.949999809
3692580754,-6.289999962,-5.869999886
3692580819,-5.28000021,-6.110000134
3692580884,-3.99000001,-7.019999981
3692580948,-7.110000134,-5.53000021
3692581012,-5.659999847,-6.610000134
3692581045,-6.110000134,-5.630000114
3692581111,-5.679999828,-6.630000114
3692581176,-4.940000057,-6.300000191
3692581241,-6.239999771,-3.539999962
3692581305,-6.130000114,-4.139999866
3692581369,-6.079999924,-6.739999771
3692581434,-6.730000019,-5.630000114
3692581466,-7.28000021,-4.659999847
3692581530,-4.929999828,-6.989999771
3692581595,-6.260000229,-5.880000114
3692581659,-8.18999958,-4.369999886
3692581723,-7.449999809,-3.75
3692581789,-6.860000134,-4.550000191
3692581853,-5.690000057,-6.809999943
3692581885,-5.210000038,-5.940000057
3692581950,-7.53000021,-3.75999999
3692582014,-5.53000021,-5.550000191
3692582080,-5.670000076,-6.550000191
3692582144,-7.429999828,-4.400000095
3692582209,-7.079999924,-5.210000038
3692582273,-7.190000057,-6.300000191
3692582305,-8.369999886,-1.789999962
3692582369,-5.849999905,-5.739999771
3692582435,-7.53000021,-5.739999771
3692582500,-7.449999809,-6.010000229
3692582565,-9.409999847,-4.909999847
3692582629,-6.300000191,-4.53000021
3692582665,-6.429999828,-6.550000191
3692582725,-9.229999542,-3.450000048
3692582790,-7.980000019,-7.179999828
3692582854,-7.28000021,-6.559999943
3692582919,-9.409999847,-3.829999924
3692582983,-9.289999962,-3.75
3692583048,-7.869999886,-3.700000048
3692583112,-6.760000229,-7.809999943
3692583145,-8.840000153,-6.809999943
3692583210,-8.470000267,-4.5
3692583277,-9.489999771,-3.349999905
3692583341,-7.75,-5.5
3692583406,-10.85999966,-3.970000029
3692583470,-8.06000042,-5.710000038
3692583534,-7.019999981,-6.179999828
3692583566,-9.010000229,-4.570000172
3692583631,-9.390000343,-4.070000172
3692583697,-7.630000114,-3.069999933
3692583761,-9.359999657,-3.049999952
3692583826,-9.350000381,-3.549999952
3692583890,-7.119999886,-4.840000153
3692583953,-7.619999886,-6.079999924
3692583986,-7.380000114,-6.360000134
3692584050,-9.069999695,-4.71999979
3692584115,-5.309999943,-7.670000076
3692584179,-5.699999809,-6.610000134
3692584244,-6.210000038,-7.349999905
3692584308,-8.800000191,-4.880000114
3692584373,-8.539999962,-5.389999866
3692584405,-9.449999809,-2.660000086
3692584469,-6.409999847,-4.389999866
3692584534,-7.809999943,-6.409999847
3692584598,-7.579999924,-5.230000019
3692584662,-8.199999809,-6.010000229
3692584727,-6.400000095,-5.889999866
3692584791,-6.090000153,-4.679999828
3692584825,-6.53000021,-4.090000153
3692584889,-6.420000076,-6.019999981
3692584953,-7.690000057,-2.799999952
3692585018,-6.380000114,-5.119999886
3692585082,-7.429999828,-5.980000019
3692585148,-8.399999619,-5.489999771
3692585212,-6.960000038,-6.900000095
3692585245,-7.900000095,-8.140000343
3692585309,-5.670000076,-5.150000095
3692585374,-5.449999809,-6.079999924
3692585438,-8.420000076,-4.739999771
3692585502,-8.239999771,-4.5
3692585567,-8.859999657,-5.650000095
3692585632,-9.119999886,-3.380000114
3692585665,-7.880000114,-2.650000095
3692585729,-7.559999943,-6.25
3692585794,-6.019999981,-4.139999866
3692585858,-7.369999886,-4.610000134
3692585923,-6.710000038,-5.380000114
3692585987,-7.050000191,-5.28000021
3692586051,-6.960000038,-5.880000114
3692586085,-7,-5.079999924
3692586149,-5.670000076,-5.420000076
3692586214,-6.230000019,-3.069999933
3692586278,-8.75,-5.400000095
3692586343,-6.78000021,-3.670000076
3692586409,-5.340000153,-5.269999981
3692586445,-6.920000076,-5.71999979
3692586507,-5.139999866,-5.960000038
3692586572,-7.71999979,-3.5
3692586636,-6.059999943,-4.900000095
3692586701,-5.590000153,-6.289999962
3692586765,-8.010000229,-4.619999886
3692586828,-6.860000134,-6.670000076
3692586892,-6.889999866,-6.300000191
3692586925,-6.630000114,-5.489999771
3692586990,-6.019999981,-6.929999828
3692587056,-5.420000076,-7.340000153
3692587121,-7.329999924,-7.300000191
3692587185,-8.079999924,-7.21999979
3692587250,-7.489999771,-7.699999809
3692587314,-6.670000076,-6.460000038
3692587346,-7.320000172,-4.690000057
3692587410,-6.78000021,-5.019999981
3692587475,-7.519999981,-5.230000019
3692587539,-7.210000038,-6.480000019
3692587604,-7.289999962,-4.260000229
3692587666,-6.320000172,-6.980000019
3692587731,-9.25,-2.5
3692587765,-7.059999943,-5.639999866
3692587829,-8.81000042,-5.050000191
3692587893,-7.449999809,-7.53000021
3692587958,-6.28000021,-7.400000095
3692588022,-6.869999886,-7.760000229
3692588086,-7.929999828,-5.369999886
3692588151,-6.869999886,-6.5
3692588186,-6.659999847,-7.119999886
3692588247,-8.119999886,-4.309999943
3692588311,-8.630000114,-5.860000134
3692588375,-8.630000114,-5.860000134
3692588440,-9.600000381,-2.970000029
3692588504,-8.680000305,-3.220000029
3692588568,-8.680000305,-3.220000029
3692588633,-9.569999695,-4.650000095
3692588665,-7.96999979,-7.329999924
3692588730,-7.96999979,-7.329999924
3692588795,-6.510000229,-5.449999809
3692588862,-6.449999809,-5.730000019
3692588928,-6.449999809,-5.730000019
3692588993,-9.859999657,-4.650000095
3692589025,-7.920000076,-4.980000019
3692589089,-7.380000114,-4.639999866
3692589154,-8.329999924,-5.389999866
3692589219,-6.449999809,-6.21999979
3692589283,-8.199999809,-7.340000153
3692589347,-7.889999866,-7.050000191
3692589412,-7.889999866,-7.050000191
3692589445,-8.710000038,-4.449999809
3692589510,-7.460000038,-5.980000019
3692589572,-6.710000038,-5.539999962
3692589637,-8.43999958,-4
3692589701,-8.5,-5.369999886
3692589765,-8.5,-5.369999886
3692589830,-7.920000076,-5.289999962
3692589894,-7.179999828,-4.539999962
3692589926,-7.179999828,-4.539999962
3692589991,-6.230000019,-6.570000172
3692590055,-7.559999943,-6.960000038
3692590119,-7.489999771,-5.559999943
3692590184,-6.260000229,-3.150000095
3692590249,-7.46999979,-5.71999979
3692590313,-8.789999962,-5.210000038
3692590345,-7.489999771,-5.110000134
3692590410,-7.760000229,-5.670000076
3692590474,-7.110000134,-6.039999962
3692590538,-7.960000038,-6.019999981
3692590602,-7.679999828,-3.539999962
3692590667,-6.269999981,-6.630000114
3692590731,-6.889999866,-5.110000134
3692590765,-7.829999924,-5.340000153
3692590829,-7.079999924,-6.639999866
3692590895,-7.289999962,-6.03000021
3692590959,-5.760000229,-6.409999847
3692591023,-5.710000038,-8.199999809
3692591087,-5.659999847,-7.369999886
3692591152,-4.300000191,-7.110000134
3692591186,-4.989999771,-8.979999542
3692591247,-6.570000172,-6.460000038
3692591311,-5.880000114,-5.829999924
3692591375,-8.050000191,-4.929999828
3692591441,-5.360000134,-4.829999924
3692591506,-5.46999979,-6.5
3692591571,-7.880000114,-5.53000021
3692591605,-5.71999979,-5.369999886
3692591669,-7,-5.159999847
3692591733,-5.739999771,-5.769999981
3692591798,-7.71999979,-6.239999771
3692591862,-7.53000021,-7.739999771
3692591927,-5.840000153,-5.400000095
3692591991,-6.090000153,-6.139999866
3692592025,-5.510000229,-5.550000191
3692592089,-6.900000095,-5.75
3692592153,-6.610000134,-5.949999809
3692592218,-5.210000038,-6.78000021
3692592282,-7.190000057,-5.429999828
3692592346,-4.75,-6.429999828
3692592411,-4.78000021,-7.099999905
3692592445,-6.960000038,-4.690000057
3692592509,-5.849999905,-5.739999771
3692592573,-6.820000172,-6.329999924
3692592638,-5.460000038,-4.809999943
3692592705,-6.309999943,-4.659999847
3692592769,-5.989999771,-4.53000021
3692592805,-4.800000191,-5.940000057
3692592869,-7.119999886,-5.480000019
3692592933,-6.75,-5.849999905
3692592998,-5.159999847,-6.400000095
3692593062,-6.139999866,-5.300000191
3692593126,-5.53000021,-5.980000019
3692593191,-5.730000019,-5.059999943
3692593225,-6.71999979,-4.420000076
3692593288,-5.440000057,-5.429999828
3692593352,-7.449999809,-4.610000134
3692593416,-4.989999771,-5.570000172
3692593480,-6.96999979,-5.840000153
3692593545,-3.519999981,-4.840000153
3692593609,-6.059999943,-5.489999771
3692593673,-5.260000229,-4.739999771
3692593705,-6.090000153,-4.429999828
3692593769,-4.460000038,-4.949999809
3692593834,-5.610000134,-5.289999962
3692593898,-5.869999886,-4.019999981
3692593963,-5.989999771,-5.289999962
3692594029,-6.150000095,-3.700000048
3692594093,-5.329999924,-5.329999924
3692594125,-5.869999886,-4.920000076
3692594189,-5.309999943,-4.929999828
3692594254,-5.769999981,-5.539999962
3692594318,-7.349999905,-5.320000172
3692594383,-7.119999886,-4.059999943
3692594447,-6.650000095,-4.690000057
3692594511,-5.889999866,-5.03000021
3692594545,-6.059999943,-4.590000153
3692594609,-4.320000172,-6.380000114
3692594674,-6.099999905,-4.610000134
3692594738,-5.349999905,-4.880000114
3692594803,-7.389999866,-5.489999771
3692594867,-6.650000095,-4.929999828
3692594931,-6.150000095,-5.760000229
3692594965,-5.659999847,-4.869999886
3692595029,-5.670000076,-6.630000114
3692595094,-7.659999847,-6.010000229
3692595159,-6.070000172,-4.559999943
3692595223,-6.380000114,-6.110000134
3692595287,-6.360000134,-5.760000229
3692595351,-3.049999952,-4.329999924
3692595386,-6.570000172,-4.78000021
3692595450,-6.170000076,-5.989999771
3692595515,-5.099999905,-5.989999771
3692595579,-6.300000191,-4.940000057
3692595643,-5.289999962,-4
3692595707,-4.179999828,-5.539999962
3692595772,-5.539999962,-5.440000057
3692595805,-5.650000095,-5.849999905
3692595869,-5.78000021,-3.960000038
3692595933,-5.449999809,-4.909999847
3692595998,-5.909999847,-6.159999847
3692596063,-6.099999905,-5
3692596128,-6.389999866,-5.300000191
3692596192,-6.150000095,-2.809999943
3692596225,-6.070000172,-5.539999962
3692596290,-6.300000191,-4.369999886
3692596354,-4.880000114,-6.389999866
3692596419,-5.71999979,-5.53000021
